"Geneid","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gpal_D383_g00010",386.274997017745,-1.35428364277058,0.158332407770832,6.35262073438036e-19,2.43838994268456e-16
"Gpal_D383_g00012",121.076099534102,0.952531122713917,0.293874035790824,3.79539049663276e-05,0.00061314086204862
"Gpal_D383_g00015",22.5840940022615,-1.08521801592547,0.436949632563874,0.000472670685322409,0.00459083795177514
"Gpal_D383_g00026",200.150940524813,-0.940763352982671,0.586608798842402,0.00777772643105388,0.0389535818540674
"Gpal_D383_g00037",8.28750020102807,-1.29876423980539,1.05048758907555,0.0100557912394554,0.04661612209363
"Gpal_D383_g00038",3.471474356069,-1.46279272527058,1.29349433897533,0.00511990574914373,0.028285300091802
"Gpal_D383_g00040",87.7357843184811,-0.509173986368942,0.237537207177839,0.00955175886196433,0.0447115502631267
"Gpal_D383_g00065",251.224884817209,0.799400062547802,0.131328661933712,5.46280016825751e-11,5.08942042860185e-09
"Gpal_D383_g00084",96.4617423499489,0.504787594203244,0.202049240832481,0.00403494831312397,0.0236381953679717
"Gpal_D383_g00086",255.831793979117,-0.97130536548135,0.186373276192649,3.37491002498094e-09,2.04972383542513e-07
"Gpal_D383_g00087",119.458293123886,-1.09998826694482,0.416974508067255,0.000278469517449006,0.00305393541650362
"Gpal_D383_g00088",14.9093714165086,-1.81493355730243,0.877609166378546,0.00113778957348158,0.00915191009818045
"Gpal_D383_g00089",355.4262681875,0.861230118919162,0.130434260347098,1.12867408198892e-12,1.46361574199536e-10
"Gpal_D383_g00090",573.541780154815,0.541113766917392,0.136359783273079,2.21406699282165e-05,0.000389124301522281
"Gpal_D383_g00110",322.267384822652,-1.12825151432023,0.26071503399108,2.86958131833411e-07,1.03520685453888e-05
"Gpal_D383_g00113",218.497318419537,-0.390178624904031,0.156843503191474,0.00696464423745126,0.0356768292629104
"Gpal_D383_g00115",496.992969318096,0.34938102355715,0.126073501494347,0.00353238095268261,0.0213455463614246
"Gpal_D383_g00117",21.5512827342724,-1.35261275315811,0.637871222161815,0.00129998186674721,0.0101419723522815
"Gpal_D383_g00118",24.5598622417217,-1.79207808190176,0.959208584292922,0.00171950997701268,0.0124250133579922
"Gpal_D383_g00119",17.2522465981437,-1.12005775595187,0.773982311961057,0.00911006271680628,0.0435793428865768
"Gpal_D383_g00120",1774.89090678232,0.408674174072636,0.102747838554149,3.8214582631902e-05,0.000616314512497027
"Gpal_D383_g00122",329.758015926577,-0.466445400905937,0.138114068645184,0.000312385579278399,0.00331965893549891
"Gpal_D383_g00128",29.1866737982888,-1.70624226981922,1.12328315822001,0.00321098055491996,0.0198662600934958
"Gpal_D383_g00145",25.7211544079136,-1.46564549297896,0.559894907401722,0.000306190604052946,0.00327924669251348
"Gpal_D383_g00151",13.8014090794738,-1.72106809524779,1.00999905056862,0.0025096663859029,0.0166432333373354
"Gpal_D383_g00152",36.7970074968549,-0.899647307869575,0.412576812103241,0.0016493276846529,0.0120310179978187
"Gpal_D383_g00153",8.87745426617571,-2.57505329789789,0.943176090355368,0.000115951929342472,0.00152839933237687
"Gpal_D383_g00154",3485.28204941203,-1.09149728363087,0.114701773262843,1.88674167016787e-23,1.50876442224424e-20
"Gpal_D383_g00159",3.78247762741011,-2.34442576554093,1.35291260166946,0.000379009351195486,0.00386912099369349
"Gpal_D383_g00167",262.280002879088,-0.785556357876634,0.175159864943203,4.1392368872401e-07,1.40851479326085e-05
"Gpal_D383_g00171",11.6622210558278,-1.08012302737039,0.761159700898739,0.0102378813196973,0.0471866998769525
"Gpal_D383_g00179",54.7805731411196,0.688156990110323,0.35729994357891,0.006574197549866,0.034267245892729
"Gpal_D383_g00206",11.5099127565128,-1.14381467560837,0.698472439316714,0.00553593713166519,0.0299659805042398
"Gpal_D383_g00219",26.7810788710378,-2.49634810817092,0.637581937127083,6.44116078094549e-06,0.000140795851603537
"Gpal_D383_g00223",23.3691902362892,-1.4744791633892,1.18312217238234,0.00626445441254239,0.0331022602107691
"Gpal_D383_g00228",67.4584766708616,-1.08345386327916,0.426142385889551,0.000389218489001146,0.00394814019075581
"Gpal_D383_g00229",1071.2029275942,0.461607017058706,0.176874168424458,0.00368843694502361,0.0220662349903033
"Gpal_D383_g00233",31.2236239509927,-1.5740927615486,0.68811406031425,0.00077930621993507,0.00678604581351808
"Gpal_D383_g00258",289.510977385416,-2.48959814280097,0.860243217165783,9.76545372637198e-05,0.00134446619739262
"Gpal_D383_g00262",348.941607598692,0.987135113896707,0.19523405041729,7.5869063695085e-09,4.28258550128256e-07
"Gpal_D383_g00274",712.184380409771,-0.429004210087844,0.162720303008781,0.00395227390015829,0.0232817804456225
"Gpal_D383_g00275",139.022213431233,-0.659840949319066,0.182662040922667,4.2725041989991e-05,0.000673217574607478
