"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gpal_D383_g00010",204.629189607767,0.638613450772105,0.185646783067448,3.43993814608728,0.000581847146228271,0.00572858130436241
"Gpal_D383_g00026",81.6842189248902,2.34144991079837,0.392341858172204,5.96788199379601,2.40353093195531e-09,1.32613609339628e-07
"Gpal_D383_g00070",7.54495137897672,3.7859672147055,1.31919748177945,2.86990179029045,0.00410599306445271,0.0277843000002176
"Gpal_D383_g00074",3.75963226077791,4.97889802386246,1.78046411287842,2.79640459352659,0.00516746653622668,0.0330760694211845
"Gpal_D383_g00089",115.83786326265,-1.1641496226608,0.217268041019013,-5.35812638251259,8.40894128026769e-08,3.12805005724347e-06
"Gpal_D383_g00090",189.449466984493,-0.656474554277127,0.183851475601806,-3.57067873471383,0.000356057393346956,0.00388731451620894
"Gpal_D383_g00107",326.404829806091,-0.461820206292332,0.148102491187918,-3.11824738792784,0.00181930025120638,0.0147532718757638
"Gpal_D383_g00108",637.938461512404,0.489039245343605,0.126722476676637,3.85913579160473,0.000113788701201899,0.00155430811003985
"Gpal_D383_g00110",158.843926243231,1.74480095132614,0.233443584090471,7.47418678531745,7.7682735668593e-14,1.12699867772064e-11
"Gpal_D383_g00113",87.4108648055073,0.820563359691307,0.282840415485224,2.90115314066273,0.0037179213181934,0.0257932752378633
"Gpal_D383_g00120",684.227308668543,-0.574151301472866,0.110274170244783,-5.20658011026865,1.92352673313495e-07,6.75782618508651e-06
"Gpal_D383_g00121",1541.46160403933,-0.407284374274053,0.0940115258504077,-4.33228128774475,1.47572232925221e-05,0.000284786696450291
"Gpal_D383_g00128",10.3122174297723,3.82900418008642,1.12291818856492,3.40986923097208,0.000649940347852131,0.00629347420458465
"Gpal_D383_g00130",278.76629395273,-0.839993329767002,0.155218904715304,-5.41166896717691,6.24400379570664e-08,2.45197798309133e-06
"Gpal_D383_g00131",566.813793644916,-1.29492030773927,0.130985177767892,-9.88600641542735,4.78746746689513e-23,1.8741795259688e-20
"Gpal_D383_g00132",4.22801938947735,5.22944630498992,1.75555091307644,2.9788064054638,0.00289373545385061,0.0212975820645532
"Gpal_D383_g00135",3.58820109790738,5.02173354927137,1.7040155227885,2.94699988475085,0.00320873323037169,0.0230989456102326
"Gpal_D383_g00144",168.427660150447,-0.617362572391169,0.20570924263951,-3.0011416330624,0.00268969428476807,0.020120088002801
"Gpal_D383_g00145",12.2125325917069,2.86321489779697,0.821113914531426,3.48698864691738,0.000488492093803795,0.00497016522668441
"Gpal_D383_g00151",7.67568759758294,3.68936674413408,1.19439476775749,3.0889006245908,0.00200898625846231,0.0159882633405795
"Gpal_D383_g00154",1706.62422304045,0.785129960317725,0.101741744997888,7.71689103950425,1.19201468994756e-14,1.99990872776712e-12
"Gpal_D383_g00167",124.12041054453,1.00518821704717,0.259808538874605,3.86895758469401,0.000109301652335763,0.0015101998047938
"Gpal_D383_g00186",1741.61990779349,-0.34221504503616,0.101881640515441,-3.35894714008156,0.000782400317908294,0.00740174109726592
"Gpal_D383_g00202",3.48785582133118,4.9538925533365,1.76501708922521,2.80671081519733,0.00500501508264808,0.0321455318558175
"Gpal_D383_g00219",17.1235237554985,1.74435140124307,0.631010829445832,2.76437633055363,0.00570317212884368,0.0356545840845809
"Gpal_D383_g00223",11.4582989711465,3.7692555331892,1.20106230776785,3.13826810550261,0.00169949350373089,0.0139297468536108
"Gpal_D383_g00229",574.075955608855,-0.881073850153243,0.132191033828396,-6.66515590835765,2.64384540394049e-11,2.19545990563584e-09
"Gpal_D383_g00257",49.274596710772,1.74581524614946,0.446115385047613,3.91337152822724,9.10163335941816e-05,0.00130724168498482
"Gpal_D383_g00258",174.123719302702,3.98755472581208,0.682461103309227,5.84290402262721,5.12985761550307e-09,2.63578496606567e-07
"Gpal_D383_g00262",124.7875468514,-1.66138693932114,0.238551775415607,-6.96447107311047,3.29639861195315e-12,3.26502325167071e-10
"Gpal_D383_g00270",22.0029345654543,3.15545629854784,0.7980659240901,3.9538792514484,7.68942259159764e-05,0.00114519462183921
"Gpal_D383_g00274",365.087427326381,0.610046692866046,0.172903933030065,3.52824069513774,0.000418331583455594,0.00441244435657467
"Gpal_D383_g00275",81.8157326821359,1.03674729744357,0.293667104705295,3.53034875487323,0.000415012218828038,0.00440415918994623
"Gpal_D383_g00276",8.36526471476772,2.5004967548826,0.925008276619602,2.70321554745493,0.00686721978436875,0.0411182912216282
"Gpal_D383_g00298",81.4451250364986,1.70191134802913,0.322910802499306,5.27053085513541,1.36029755300848e-07,4.86217660142728e-06
"Gpal_D383_g00311",90.9593854659873,-1.36465683759337,0.283928785202691,-4.80633492873635,1.53722292768888e-06,4.02468461418162e-05
"Gpal_D383_g00330",45.4114262138873,2.98392225439297,0.546389980782521,5.46115843873912,4.73037637490651e-08,1.92516951376764e-06
"Gpal_D383_g00340",39.0544609735947,4.30747982665582,0.601034590300442,7.16677525082645,7.67849325775793e-13,8.53039095567945e-11
"Gpal_D383_g00348",129.032842665365,0.743896683320893,0.220506954030008,3.37357470921149,0.000741989085686956,0.00705189858200285
"Gpal_D383_g00355",6.3481679201522,5.81169061453816,1.5438456181694,3.76442472365166,0.000166932944971708,0.00211088926019231
"Gpal_D383_g00365",35.3291850566451,1.45518528785394,0.415762114507801,3.5000430223823,0.000465183073947176,0.00479231835954853
"Gpal_D383_g00366",164.564803146403,0.781129943341079,0.210680974046806,3.70764349688044,0.000209196878726168,0.00248886764111118
